document_id,source_id,target_id,method,annotator_1,annotator_2,source_sentence,target_sentence,agreement,both_link
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,1,38,llm,Link,Link,"This paper presents an interesting finding, i.e., fine-tuning only the bias terms of pre-trained language models is competitive with fine-tuning the entire model.","We show that by freezing all the parameters W (•) and g (•) and fine-tuning only the additive bias terms b (•) , we achieve transfer learning performance which is comparable (and sometimes better!) than fine-tuning of the entire network.",True,True
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,1,49,random,No Link,No Link,"This paper presents an interesting finding, i.e., fine-tuning only the bias terms of pre-trained language models is competitive with fine-tuning the entire model.","(2019) (respectively), on their least-parameters setting.",True,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,1,58,random,No Link,No Link,"This paper presents an interesting finding, i.e., fine-tuning only the bias terms of pre-trained language models is competitive with fine-tuning the entire model.",We define the amount of change in a bias vector b to be,True,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,1,83,retriever,Link,Link,"This paper presents an interesting finding, i.e., fine-tuning only the bias terms of pre-trained language models is competitive with fine-tuning the entire model.","Besides its empirical utility, the remarkable effectiveness of bias-only fine-tuning raises intriguing questions on the fine-tuning dynamics of pretrained transformers, and the relation between the bias terms and transfer between LM and new tasks.",True,True
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,2,19,random,No Link,Link,"The authors compared the proposed method Bias-terms Fine-tuning (BitFit) with other parameter-efficient fine-tuning methods (e.g., Adapters, Diff-Pruning).","For small to medium training data, changing only these parameters reaches the same task accuracy as full fine-tuning, and sometimes even improves results.",False,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,2,23,retriever,Link,Link,"The authors compared the proposed method Bias-terms Fine-tuning (BitFit) with other parameter-efficient fine-tuning methods (e.g., Adapters, Diff-Pruning).","2 Background: fine-tuning and parameter-efficient fine-tuning  2020) (""Diff-Pruning""), achieves the same goal by adding a sparse, task-specific difference-vector to the original parameters, which remain fixed and are shared between tasks.",True,True
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,2,30,retriever,No Link,Link,"The authors compared the proposed method Bias-terms Fine-tuning (BitFit) with other parameter-efficient fine-tuning methods (e.g., Adapters, Diff-Pruning).",3 Bias-terms Fine-tuning (BitFit),False,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,2,31,retriever,Link,Link,"The authors compared the proposed method Bias-terms Fine-tuning (BitFit) with other parameter-efficient fine-tuning methods (e.g., Adapters, Diff-Pruning).","We propose a method we call BitFit (BIas-Term FIne-Tuning), in which we freeze most of the transformer-encoder parameters, and train only the bias-terms and the task-specific classification layer.",True,True
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,2,45,random,No Link,No Link,"The authors compared the proposed method Bias-terms Fine-tuning (BitFit) with other parameter-efficient fine-tuning methods (e.g., Adapters, Diff-Pruning).",Models and Optimization.,True,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,2,48,llm,Link,Link,"The authors compared the proposed method Bias-terms Fine-tuning (BitFit) with other parameter-efficient fine-tuning methods (e.g., Adapters, Diff-Pruning).","Comparison to Diff-Pruning and Adapters (Table 1) In the first experiment, we compare Bit-Fit to Diff-Pruning method and Adapters method, when using a fewer number of parameters.",True,True
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,2,51,llm,Link,Link,"The authors compared the proposed method Bias-terms Fine-tuning (BitFit) with other parameter-efficient fine-tuning methods (e.g., Adapters, Diff-Pruning).","On validation set, BitFit outperforms Diff-Pruning on 5 out of 9 tasks, and underperforms in 3, while using fewer trainable parameters 3 .",True,True
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,2,52,llm,Link,Link,"The authors compared the proposed method Bias-terms Fine-tuning (BitFit) with other parameter-efficient fine-tuning methods (e.g., Adapters, Diff-Pruning).","Test-set results are less conclusive (only one clear win compared to Diff-Pruning and 3 clear wins compared to Adapters), though BitFit is still competitive with both Diff-Pruning and Adapters.",True,True
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,3,30,random,No Link,No Link,The experimental results on GLUE benchmark show that BitFit can achieve strong performance with less trainable parameters.,3 Bias-terms Fine-tuning (BitFit),True,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,3,51,llm,Link,Link,The experimental results on GLUE benchmark show that BitFit can achieve strong performance with less trainable parameters.,"On validation set, BitFit outperforms Diff-Pruning on 5 out of 9 tasks, and underperforms in 3, while using fewer trainable parameters 3 .",True,True
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,3,57,random,Link,No Link,The experimental results on GLUE benchmark show that BitFit can achieve strong performance with less trainable parameters.,Fewer bias parameters (Table 3) Can we finetune on only a subset of the bias-parameter?,False,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,3,71,retriever,Link,Link,The experimental results on GLUE benchmark show that BitFit can achieve strong performance with less trainable parameters.,"The GLUE results suggest a reverse correlation between BitFit ability to reach Full-FT performance, and training set size.",True,True
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,5,11,random,No Link,No Link,- The paper is well written and easy to understand.,"We present a simple and effective approach to fine tuning ( §3), which has the following benefits:",True,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,5,96,random,No Link,No Link,- The paper is well written and easy to understand.,Learning rate configurations for best performing models are in Table 6.,True,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,6,31,llm,No Link,Link,- The proposed method (BitFit) is neat and novel.,"We propose a method we call BitFit (BIas-Term FIne-Tuning), in which we freeze most of the transformer-encoder parameters, and train only the bias-terms and the task-specific classification layer.",False,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,6,43,random,No Link,Link,- The proposed method (BitFit) is neat and novel.,"We evaluate BitFit on the GLUE benchmark (Wang et al., 2018).",False,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,6,74,retriever,Link,Link,- The proposed method (BitFit) is neat and novel.,We conclude that BitFit is a worthwhile targetted finetuning method in small-to-medium data regimes.,True,True
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,6,75,random,No Link,No Link,- The proposed method (BitFit) is neat and novel.,Related Work,True,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,7,37,random,No Link,No Link,- The authors show strong empirical results on GLUE benchmark.,"The collection of all matrices W The bias terms are additive, and correspond to a very small fraction of the network, in BERT BASE and BERT LARGE bias parameters make up 0.09% and 0.08% of the total number of parameters in each model, respectively.",True,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,7,43,llm,Link,Link,- The authors show strong empirical results on GLUE benchmark.,"We evaluate BitFit on the GLUE benchmark (Wang et al., 2018).",True,True
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,7,66,random,No Link,No Link,- The authors show strong empirical results on GLUE benchmark.,Token-level tasks.,True,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,7,95,retriever,Link,No Link,- The authors show strong empirical results on GLUE benchmark.,"We test our approach on the following subset of the GLUE (Wang et al., 2018)    The metrics that we used to evaluate GLUE Benchmark are in Table 5.",False,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,9,71,random,No Link,No Link,I do not have any concerns about this paper.,"The GLUE results suggest a reverse correlation between BitFit ability to reach Full-FT performance, and training set size.",True,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,9,78,random,No Link,No Link,I do not have any concerns about this paper.,An exception is the work of Wang et al. ( 2019) who analyzed bias terms from the perspective of attribution method.,True,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,11,52,retriever,Link,Link,"It would be helpful to compare BitFit with Adapter and Diff-Pruning base on other language models (e.g.,RoBERTa, T5).","Test-set results are less conclusive (only one clear win compared to Diff-Pruning and 3 clear wins compared to Adapters), though BitFit is still competitive with both Diff-Pruning and Adapters.",True,True
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,11,53,llm,Link,No Link,"It would be helpful to compare BitFit with Adapter and Diff-Pruning base on other language models (e.g.,RoBERTa, T5).",Different Base-models (Table 2) We repeat the BERT LARGE results on different base-models (the smaller BERT BASE and the better performing RoBERTa BASE ).,False,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,11,83,random,No Link,No Link,"It would be helpful to compare BitFit with Adapter and Diff-Pruning base on other language models (e.g.,RoBERTa, T5).","Besides its empirical utility, the remarkable effectiveness of bias-only fine-tuning raises intriguing questions on the fine-tuning dynamics of pretrained transformers, and the relation between the bias terms and transfer between LM and new tasks.",True,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,11,86,random,No Link,No Link,"It would be helpful to compare BitFit with Adapter and Diff-Pruning base on other language models (e.g.,RoBERTa, T5).","To perform classification with BERT, we follow the approach of Devlin et al. (2018), and attach a linear layer to the contextual embedding of the CLS token to predict the label.",True,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,12,14,random,No Link,No Link,But current version is good enough for a short paper.,2.,True,False
88ac10a6e12322a2c8840df75d487a2577b63632584a628e547dc5fac6aadab358ecb06ad1a6d4de7912453a986ee5327ed43f7e3e88687df9d29fa4d264f148,12,40,random,No Link,No Link,But current version is good enough for a short paper.,"m 2 ), and still achieve accuracies that rival full-model fine-tuning.",True,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,1,13,mutual,Link,Link,The paper argues that jointly adopting both label smoothing and vocabulary sharing techniques can be conflicting.,"Jointly adopting label smoothing and vocabulary sharing techniques cannot achieve further improvements, but leads to sub-optimal performance.",True,True
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,1,15,mutual,Link,Link,The paper argues that jointly adopting both label smoothing and vocabulary sharing techniques can be conflicting.,"However, in this paper, we argue that jointly adopting both label smoothing and vocabulary sharing techniques can be conflicting, and leads to suboptimal performance.",True,True
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,1,28,random,No Link,No Link,The paper argues that jointly adopting both label smoothing and vocabulary sharing techniques can be conflicting.,We formalized the categorization algorithm in Appendix A.,True,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,1,46,random,No Link,Link,The paper argues that jointly adopting both label smoothing and vocabulary sharing techniques can be conflicting.,"In this way, Masked Label Smoothing is parameter-free and implicitly injects external knowledge to the model. And we have found out that this simple setting can reach satisfactory results according our experiments.",False,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,1,81,mutual,Link,Link,The paper argues that jointly adopting both label smoothing and vocabulary sharing techniques can be conflicting.,"We reveal and analyse the conflict between label smoothing and vocabulary sharing techniques, and point out that jointly adopting them may lead to sub-optimal performance.",True,True
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,2,32,mutual,Link,Link,This comes from a simple intuition that words have zero overlap with the possible target words should have no chance to appear in the target sentence.,"Those words have zero overlap with the possible target words, therefore they have no chance to appear in the target sentence, which might introduce extra bias for the translation system during training process.",True,True
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,2,46,random,No Link,No Link,This comes from a simple intuition that words have zero overlap with the possible target words should have no chance to appear in the target sentence.,"In this way, Masked Label Smoothing is parameter-free and implicitly injects external knowledge to the model. And we have found out that this simple setting can reach satisfactory results according our experiments.",True,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,2,50,random,No Link,No Link,This comes from a simple intuition that words have zero overlap with the possible target words should have no chance to appear in the target sentence.,y is the current token during current decoding phase.,True,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,3,19,retriever,Link,Link,They propose to use a very simple approach (Masked label smoothing) that addresses the conflict.,To address the conflict of label smoothing and,True,True
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,3,34,random,No Link,Link,They propose to use a very simple approach (Masked label smoothing) that addresses the conflict.,Methods,False,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,3,37,random,No Link,No Link,They propose to use a very simple approach (Masked label smoothing) that addresses the conflict.,"Weighted Label Smoothing(WLS) has three parameters β t , β c , β s apart from the label smoothing parameter α, where the ratio of the three parameters represents the portion of smoothed probability allocated to the target, common and source class and the sum of the three parameters is 1.",True,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,3,45,llm,Link,Link,They propose to use a very simple approach (Masked label smoothing) that addresses the conflict.,"Based on the Weight Label Smoothing mechanism, we can now implement Masked Label Smoothing by set β s to 0 and regard the target and common category as one category.",True,True
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,3,46,mutual,Link,No Link,They propose to use a very simple approach (Masked label smoothing) that addresses the conflict.,"In this way, Masked Label Smoothing is parameter-free and implicitly injects external knowledge to the model. And we have found out that this simple setting can reach satisfactory results according our experiments.",False,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,3,82,mutual,Link,Link,They propose to use a very simple approach (Masked label smoothing) that addresses the conflict.,"To address this issue, we introduce a plug-and-play Masked Label Smoothing mechanism to eliminate the conflict.",True,True
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,4,6,retriever,Link,No Link,Results show that the method gains very incremental improvement in translation accuracy and some improvement in model calibration.,"Our extensive experiments show that MLS consistently yields improvement over original label smoothing on different datasets, including bilingual and multilingual translation in both BLEU and calibration scores.",False,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,4,12,random,No Link,No Link,Results show that the method gains very incremental improvement in translation accuracy and some improvement in model calibration.,"It enhances the semantic correlation   (Vaswani et al., 2017).",True,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,4,63,random,No Link,No Link,Results show that the method gains very incremental improvement in translation accuracy and some improvement in model calibration.,The results reveal the conflict between LS and VS that models with only LS outperform models with both LS and VS in all experiments.,True,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,4,74,llm,Link,No Link,Results show that the method gains very incremental improvement in translation accuracy and some improvement in model calibration.,The results indicate that MLS will lead to better calibration.,False,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,5,19,retriever,Link,No Link,Overall the conflict is interesting but the result is very mixed.,To address the conflict of label smoothing and,False,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,5,30,random,No Link,No Link,Overall the conflict is interesting but the result is very mixed.,Tokens in source class account for a large proportion up to 50%.,True,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,5,33,mutual,Link,No Link,Overall the conflict is interesting but the result is very mixed.,"Table 3 reveals the existence of conflict, that the joint use of label smoothing and vocabulary sharing doesn't compare with solely use one technique in all language pairs with a maximum loss of 0.32 BLEU score.",False,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,5,50,random,No Link,No Link,Overall the conflict is interesting but the result is very mixed.,y is the current token during current decoding phase.,True,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,5,63,mutual,Link,Link,Overall the conflict is interesting but the result is very mixed.,The results reveal the conflict between LS and VS that models with only LS outperform models with both LS and VS in all experiments.,True,True
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,5,67,llm,Link,Link,Overall the conflict is interesting but the result is very mixed.,"Compared with the imbalanced version, the balanced version gave better BLEU scores in DE-EN direction while much worse performance in RO-EN translation.",True,True
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,7,3,llm,Link,Link,The paper presents an interesting conflict between these two approaches.,"However, we argue that jointly adopting these two techniques can be conflicting and even leads to sub-optimal performance, since the soft label produced by label smoothing still considers the source-side words that would not appear at the target side.",True,True
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,7,14,random,No Link,No Link,The paper presents an interesting conflict between these two approaches.,between the two languages and reduces the number of total parameters of the embedding matrices.,True,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,7,15,mutual,Link,Link,The paper presents an interesting conflict between these two approaches.,"However, in this paper, we argue that jointly adopting both label smoothing and vocabulary sharing techniques can be conflicting, and leads to suboptimal performance.",True,True
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,7,19,retriever,Link,Link,The paper presents an interesting conflict between these two approaches.,To address the conflict of label smoothing and,True,True
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,7,31,random,Link,No Link,The paper presents an interesting conflict between these two approaches.,"When label smoothing and vocabulary sharing are together applied, the smoothed probability will be allocated to words that belong to the source class.",False,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,7,63,mutual,Link,Link,The paper presents an interesting conflict between these two approaches.,The results reveal the conflict between LS and VS that models with only LS outperform models with both LS and VS in all experiments.,True,True
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,8,59,random,No Link,No Link,I personally never thought about this before.,"During training, we fix the label smoothing parameter α to 0.1 whenever LS is applied.",True,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,8,72,random,No Link,No Link,I personally never thought about this before.,Inference ECE score  reflects models calibration during inference.,True,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,10,3,random,No Link,Link,Cons:,"However, we argue that jointly adopting these two techniques can be conflicting and even leads to sub-optimal performance, since the soft label produced by label smoothing still considers the source-side words that would not appear at the target side.",False,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,10,9,retriever,No Link,No Link,Cons:,"For most NMT studies (Vaswani et al., 2017;Song et al., 2019;Lin et al., 2020;Pan et al., 2021), there are two widely used techniques to improve the quality of the translation: Label Smoothing (LS) and Vocabulary Sharing (VS).",True,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,10,65,random,No Link,No Link,Cons:,"The effectiveness of MLS maintained under different α value as shown in Table 6,7 for both BLEU and chrF, which further proves that not only the increase in target vocabulary, but also the decrease of probabilities in source vocabulary matters in the improvement of translation performance.",True,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,10,67,llm,No Link,No Link,Cons:,"Compared with the imbalanced version, the balanced version gave better BLEU scores in DE-EN direction while much worse performance in RO-EN translation.",True,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,11,6,random,Link,No Link,"From translation accuracy perspective, the improvement from fixing the conflict is very incremental.","Our extensive experiments show that MLS consistently yields improvement over original label smoothing on different datasets, including bilingual and multilingual translation in both BLEU and calibration scores.",False,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,11,24,random,No Link,No Link,"From translation accuracy perspective, the improvement from fixing the conflict is very incremental.",Researchers have conducted in-depth studies in Vocabulary Sharing.,True,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,12,34,random,No Link,No Link,This is clearly shown as the translation improvement is only +0.47 at its best.,Methods,True,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,12,76,random,Link,Link,This is clearly shown as the translation improvement is only +0.47 at its best.,"As reported in Table 5, we further explore the influence of different weighted label smoothing settings on multiple translation tasks including IWSLT'16  According to the result, though the best BLEU score's WLS setting vary from different tasks, we still have two observations: First, applying WLS can generally boost the quality of translation compared to the original label smoothing.",True,True
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,14,35,random,No Link,No Link,"This shows that despite the intuition, the conflict actually does not matter in reality.",Weighted Label Smoothing,True,False
af2f6b70c99b5a2bacf587857e7c7a4c1a949f542fe493f52e5c659c2dde07dfaadfc5fc21d89ed70a2dbe086c8cb226deea50fbabbab23e6229b3da5853dd66,14,59,random,No Link,No Link,"This shows that despite the intuition, the conflict actually does not matter in reality.","During training, we fix the label smoothing parameter α to 0.1 whenever LS is applied.",True,False
